refno,pump_rate
155620,10
155630,10
155635,7
155640,10
155670,117
155675,10
155680,10
155691,12
155692,30
155796,50
272863,10
143726,12
315981,8.3
155169,8
243842,100
390745,45
14749,40
148179,2
421498,25
379783,10
315982,10
49472,15
150457,7
155581,10
340813,200
52218,8
155135,25
155100,12
85788,5
327346,30
155576,10
316436,50
153825,20
155596,10
152310,8.33
418649,12
20803,125
150477,7
152970,10
150442,10
150461,20
155722,5
155723,35
155729,10
155732,30
155735,15
155740,10
155742,33
155745,10
155747,10
155749,5.8
155754,6.7
155759,10
155784,30
155789,125
352995,60
395082,12
150436,10
150303,10
155756,10
434497,10
152999,1
410986,6
143711,12
155619,100
148854,30
149104,5
405557,15
303274,15
409208,6
150311,10
143751,15
392090,50
152923,6
152928,5
152988,5
152993,5
387184,8
406441,20
149784,12
285701,30
294582,8
387185,5
383399,2
148899,20
150447,3
157734,25
427000,9
350121,12
319631,35
431094,100
155601,10
153034,15
434923,35
150341,10
163640,7
422818,40
148151,8.3
157752,40
157747,11
20035,20
70163,50
315997,3
143469,11
155591,10
149778,14
52092,4
153653,5.8
149682,7
406429,20
155763,10
433630,65
153752,10
150376,10
163072,5
148080,30
157787,1
157723,10
157728,10
157733,10
157738,10
157832,1
157837,10
302208,100
302209,100
302210,100
302211,100
168316,12
337922,60
149763,12
149184,8
163610,10
150195,10
155095,10
388503,12
163018,10
149687,8
149707,12
149727,12
149743,8
149752,17
149757,10
152965,15
153643,12
15540,30
155634,10
255946,10
152671,20
49282,30
157757,1
319467,80
155750,10
155708,25
149118,6
414980,15
163710,4
152641,10
296114,22
369000,10
400579,15
313199,15
155611,10
369005,50
309606,20
153130,10
316095,8
152095,150
344105,18
153150,3
150381,5
238353,12
149776,6
155656,10
155616,10
163615,5
155783,10
155788,10
152567,20
324828,1
155696,10
155724,10
157748,10
152562,12
155621,15
153693,5.5
247771,4
151337,10
148859,35
150382,10
150298,10
407549,25
163112,10
150321,10
149761,10
247869,10
335056,5
400189,100
54433,40
279943,10
393753,50
368428,50
368431,12
400185,15
15355,30
155768,10
157740,4.2
71725,50
238338,6
153830,6.67
412757,50
343293,20
384627,12
163052,10
377715,15
149713,450
151332,10
168317,10
268568,10
283586,15
412761,50
412784,3
54452,10
54473,15
150467,5
150472,10
294251,10
279193,10
283583,35
54426,12
150501,10
157765,125
157770,150
296101,30
155626,10
155741,10
279950,10
360139,12
23157,8
54464,20
54506,40
150491,20
152184,20
202062,60
150396,5
148492,15
402964,40
157745,10
408729,15
248807,10
147678,14
148894,3.5
275885,100
149758,10
153835,10
153723,10
153728,16.7
361896,35
389848,5
152174,15
152631,10
155606,10
155250,10
383242,50
424170,60
75524,10
366671,10
374550,30
163714,10
157792,20
155631,10
153906,6.67
155778,10
150338,10
163655,10
152632,20
400583,15
390912,35
157790,10
152115,10
149128,15
164313,10
148115,8.5
151292,10
153870,35
157782,10
251375,15
255909,15
410982,6
7299,300
352972,35
148884,11.6
330916,50
148928,20
357024,30
155636,15
155646,5
150397,10
157788,50
18244,10
163709,10
238269,15
163700,10
163062,5
377646,20
157730,10
5866,1.5
351689,15
148864,25
238254,5
148897,8
148902,30
148922,10
148937,200
162703,5
164318,0.75
256054,10
309256,20
65694,35
152082,100
152083,10
152087,20
152088,20
152092,20
152093,20
152098,10
152102,10
152108,40
152112,10
152113,413
152127,10
152132,10
152142,40
152152,10
152182,15
152187,10
152191,50
152192,20
152196,10
163704,20
20090,40
149189,15
153881,100
163650,10
334497,100
324820,10
416536,5
154231,1.3
148927,20
153050,13
153075,10
153080,8
153105,10
153110,10
153115,10
153120,10
153135,25
202001,60
334466,20
148870,21
148885,15
148893,10
148939,7
148950,10
148954,10
148960,10
162699,10
395409,30
153134,10
157830,30
238244,8.33
155563,10
163694,10
163705,10
153094,25
153099,25
447812,20
150425,10
149748,10
383406,20
150332,10
255923,15
360094,10
316102,150
149698,3.5
75523,8
245888,25
145581,10
164224,5
406433,20
155624,40
155599,10
152089,30
148403,10
421961,20
149148,16.7
164234,0.75
403398,116
150452,15
365054,124
150365,10
150415,10
150320,10
150325,20
157777,27
366670,20
406425,700
150441,10
150421,10
150416,8.3
148482,10
150357,10
155713,25
333052,10
405545,50
405569,30
355614,100
359450,40
365052,35
365056,40
152305,7
152315,30
152320,35
156579,10
294581,38
365050,65
148136,25
385181,10
164204,10
18239,2.5
155733,35
152188,35
150342,10
241899,60
163067,20
163664,10
147683,25
155614,10
153886,60
155174,12
49317,30
143761,15
163699,10
374571,12
155651,100
71293,20
97238,300
312535,15
370632,25
294583,25
21595,60
351677,45
287115,7
18243,10
28558,10
152676,30
150401,8
143741,10
151263,10
306638,15
65701,25
155738,50
352340,25
155661,5
148399,5
403613,45
294595,50
362443,50
403429,35
157767,20
149108,15
20102,40
163675,7
282539,30
150356,7.5
403385,65
149712,30
149717,14
149722,14
149762,12
149767,14
149772,12
149792,14
150406,15
157739,7
163685,10
148144,5
155604,16
153005,10
152586,50
388248,50
316463,17
75512,10
149797,13
163680,10
148849,10
231270,20
359752,50
152593,11.66
152598,10
148379,150
153692,50
148218,6
153737,6.7
163690,10
155688,10
355616,65
355619,60
372627,75
378916,75
149768,50
131586,15
268671,30
294268,10
307407,100
418461,100
163684,10
394932,50
149751,10
403434,30
163679,10
150391,10
152582,12
15543,40
152633,40
52118,8
403428,65
151258,10
155643,10
150695,40
155648,10
307419,20
155653,10
148154,10
424386,506
163092,10
163097,10
268660,50
316464,15
343620,10
392091,10
54463,10
424390,506
155698,10
283589,10
164209,4
334725,153
155568,10
150476,15
155294,10
164219,2
150481,15
150486,8.3
383544,20
152628,60
388945,50
265707,100
265717,1
427129,100
447445,7.5
75561,10
168164,10
321425,50
155573,10
306153,65
333036,10
19819,20
150297,10
150735,20
71282,45
155658,10
272857,1
295974,10
363258,60
369816,50
168212,20
75503,10
340817,100
149138,8
148948,10
155304,8.3
301003,75
263605,20
325270,60
150287,10
410357,60
150387,20
150386,10
153124,40
150351,7
368411,30
150323,15
154263,5
152955,1.25
150411,10
152139,20
18242,10
272860,10
155618,10
155633,10
155787,10
155676,10
155782,10
163057,5
155638,10
148487,10
155140,12
155679,10
150817,10
150318,10
150343,15
149088,12
263615,20
393735,20
155677,10
75506,10
143706,9
150175,7.5
155623,10
148903,10
155665,40
294270,10
52115,20
75507,10
152623,20
150283,25
333017,15
251345,10
279204,10
148238,10
150190,10
157762,30
157779,2
316168,65
155583,10
150337,10
240706,15
152606,30
390245,10
155671,10
396321,20
152197,31
151253,5
280980,40
395813,35
157809,10
331875,200
155689,10
155709,5
155717,10
155720,15
155727,35
155728,20
155737,10
155743,30
155744,10
155764,10
155769,10
155794,9
309558,75
153896,15
330177,8
14734,30
427137,60
367899,10
268562,15
255888,50
150446,5
150451,10
150456,15
150400,10
150466,20
150285,10
155628,10
150292,25
148522,15
152561,10
150431,15
432569,50
151302,2
162644,9
162664,10
155652,10
20199,35
149153,20
152566,10
155758,10
155779,30
360257,10
65040,20
370616,50
163102,10
278940,16
155578,7
149685,10
149714,15
149719,15
149729,50
149734,70
149739,14
150392,15
155205,10
148203,10
157814,10
408799,100
155767,50
157732,10
278603,10
338972,100
398747,150
155718,10
150180,20
155603,10
153119,15
275103,50
49298,20
226647,30
157795,75
149764,10
148198,10
148183,15
155693,20
377867,50
424519,20
155588,10
148223,10
148208,10
313090,12
154974,10
150366,15
150371,15
151248,10
350127,7.5
149700,10
150185,20
153727,6
150690,20
375295,9
149744,10
150322,2.5
157789,10
150245,20
394572,20
273511,60
152104,50
150317,10
155666,10
151243,10
150399,15
148591,8
155657,10
266377,65
155572,10
148497,10
153757,100
153891,150
279206,10
150306,20
151357,15
18252,35
365068,30
52208,10
150410,10
149766,14
150296,10
153698,10
150327,10
20932,10
152613,40
157750,10
157804,10
163008,10
157839,12
319614,100
346796,30
409687,10
155582,10
370617,75
152153,20
149759,10
352943,5
150282,20
150291,5
148517,8
157772,10
330947,32
148502,5
303301,50
152563,10
152652,7
155230,50
19742,1.5
19743,6
148128,10
20709,7
350112,40
149695,12
162653,10
150372,7
150745,15
155667,10
326968,40
447815,10
153648,12
153845,15
149769,6
283585,10
155757,10
155608,10
411530,10
411538,5
152158,30
149774,10
157834,10
155699,30
155704,15
155719,30
155752,10
153707,25
153718,6.7
423763,150
155587,10
152572,10
268636,10
157829,10
413008,30
155562,10
301002,80
150430,15
149741,45
148178,30
143746,25
149187,10
155598,10
401369,75
297651,10
75529,10
155613,10
155672,10
150140,10
151297,2.5
150358,15
49267,30
433175,5
157824,5
152129,20
150286,10
263669,14
153770,25
150155,12
153703,10
150364,10
153673,15
153678,15
325008,35
149174,2.5
148561,10
152178,60
394832,35
403366,30
162713,3
272495,7
149789,10
149794,5
155711,33
162683,7
149753,12
150857,10
409212,12
18846,25
182478,50
170479,13
157799,10
149779,10
148121,8.3
143766,10
152163,25
149754,10
148571,10
150274,10
239336,15
151262,5
336886,30
150812,5
370252,20
150279,7.5
56006,100
331874,200
152597,100
152577,50
157784,40
149799,10
155577,10
153713,20
155662,10
367905,60
147664,14
315987,9.6
282537,10
153708,8.3
14750,55
376686,100
17806,30
817,1
150269,10
153855,5
272864,45
147748,11
153775,100
432298,65
150105,15
157794,10
319646,120
427165,75
164303,50
18108,6
151261,10
344125,100
164059,10
153712,30
269700,10
148862,10
148867,10
148872,10
148877,10
148882,10
148887,10
148892,10
148907,15
148912,10
148917,10
148947,10
327342,20
412527,45
155772,5
150150,21
152097,10
152107,10
152117,10
152122,10
152134,20
152137,10
152147,40
152173,40
312493,150
155716,10
49312,30
266566,60
56125,30
155777,10
344126,5
251340,10
147669,10
266605,8
271896,45
271897,45
306629,40
143533,12
148536,10
170474,5
149694,14
271887,45
52145,10
75562,10
155647,10
149733,12
266732,50
153860,35
17867,10
150324,10
378051,50
256768,55
152198,20
71075,65
152168,25
396860,15
148163,10
154961,14
326369,60
155712,80
155725,3.5
263650,15
155160,15
154156,10
152148,100
150359,10
75471,30
75473,10
150353,10
241930,10
155637,10
150379,10
152124,30
150384,10
335780,60
150290,10
150319,10
150394,15
150390,10
150420,10
150435,10
150450,15
150426,15
20101,25
386069,19
319470,120
152571,8.33
155700,10
154127,25
238294,12
153019,15
241880,10
56136,25
155240,100
331855,30
341190,30
346797,25
352938,30
420697,60
330937,100
317493,10
149192,16
326739,25
434912,30
18246,40
388506,20
155642,10
155622,10
360988,25
49442,10
155597,10
148120,8.3
155305,10
327331,25
275893,35
147728,12
155629,10
155592,10
248857,60
394836,35
155602,10
155617,5
155115,10
226655,10
284346,10
305750,5
352217,60
155315,25
241909,45
241925,10
152608,10
287114,10
155730,10
149728,560
163117,10
370461,5
148932,200
248847,60
311926,20
149732,12
149737,12
149742,10
296118,15
154161,30
155609,10
155612,10
5877,50
369845,40
155627,10
56189,10
149172,15
42606,20
427353,30
287113,10
150710,15
157797,35
155632,10
149182,6
18249,10
148241,10
155746,10
2356,20
150120,10
201953,10
388502,35
438993,5
148448,3
302232,15
376992,50
155260,100
155295,12
150715,14
20498,120
360230,100
20494,100
154151,12
148418,3
435321,6
279957,45
157785,12
150700,10
340943,10
155607,10
150755,12
268733,50
152589,12
155751,12
155734,11
157819,35
163964,4
147723,12
155726,15
155736,5
357021,25
152578,50
268573,10
148141,10
150329,10
150344,10
150455,15
150145,20
150349,10
150100,13.3
155792,30
155797,33
431265,55
379732,50
238259,12
43007,10
152672,50
325184,100
396848,45
148105,10
428847,30
148371,12
391296,12
432575,20
18251,20
157802,20
454409,60
43021,65
150259,8
150760,100
243763,14
150130,10
149788,10
248526,10
243848,10
268960,45
155285,10
308909,60
278618,15
280977,40
152627,7
331134,65
155761,20
56017,4
153015,4
153682,10
18250,10
323293,50
409123,30
152638,30
414960,25
149704,15
312661,8.69
406430,60
154122,8.3
408795,150
148143,20
386199,20
396864,50
155762,15
157725,40
155715,10
155195,10
148131,6.7
149771,14
155731,35
49431,30
315986,10
143538,7
319620,25
311925,30
340348,50
147735,5
152591,10
148100,10
20094,25
150385,20
149689,15
294238,10
71288,60
150135,15
56085,5
152094,753
432378,55
361894,30
148110,10
153129,10
238249,10
148085,11
321456,60
329072,30
54451,20
408776,25
147679,8
149783,8
150395,10
425977,30
150440,10
150445,10
150295,10
148848,15
157755,150
444798,100
383443,80
385171,9
18231,15
255957,12
151241,15
157735,10
152596,10
15811,25
149684,75
393134,10
15541,25
155225,6.7
152576,6
150125,5
149699,8.33
300996,25
149798,6
43026,65
155265,10
157831,50
147693,12
147644,10
346473,25
56240,15
294607,25
148953,10
152602,40
418716,60
147718,30
270650,10
164211,10
149089,10
157816,50
148556,7
151281,10
157780,10
372563,15
152099,31
157726,15
148458,10
378355,35
351878,4
157840,150
189877,10
152143,43
322543,10
360244,8
159175,25
147659,10
164201,10
409131,2.5
370071,36
20092,30
155170,75
23118,1
279942,20
406609,10
312532,15
345656,75
394406,50
406726,30
370460,90
279946,100
157821,20
849,12
149163,15
400182,40
168312,6
268566,10
360134,8
370442,15
400201,100
400406,100
412765,75
154176,10
380221,10
54476,10
400197,60
54447,10
54448,15
54449,15
54450,10
360138,10
54424,10
412996,80
42729,120
153010,10
17807,30
350116,200
152114,987
154236,10
306667,2
152119,1197
155210,10
155275,40
20103,50
164200,15
389905,3
152662,15
152183,20
301340,21
301341,30
301342,49
301345,37
301346,70
336893,0.25
285731,30
147713,14
309258,55
153785,10
153790,15
350732,100
432835,50
266701,5
152085,10
157292,75
409168,1
163985,5
360232,50
361249,200
398263,35
414461,20
296102,40
368360,70
400234,3
152677,10
14748,18
297615,2
297616,2
383845,3
301007,100
164130,7
152601,10
152603,18
416297,8
155154,9
152989,2.5
360082,7
360083,0.5
360087,1
379865,50
243858,10
275888,60
331882,50
409164,8
152984,30
154201,6.7
367612,2
366626,20
150792,50
405578,40
373279,25
152657,12
379508,50
279947,20
319630,35
152618,15
152979,20
157190,45
20093,9
341162,100
152583,25
148095,12
20105,10
152647,8
19176,10
52205,10
152975,6.6
256783,25
153677,15
444805,25
268732,40
164155,3
164170,10
164179,10
248817,125
150797,10
303278,50
387485,80
152592,100
164268,10
148979,50
42601,20
392082,25
3628,50
152622,10
319578,35
282520,20
157224,10
148974,50
266591,15
152974,7
151306,10
18842,100
148373,9
17811,20
148309,10
300690,40
148989,310
17789,35
148350,7
154131,15
148984,310
409420,100
148329,20
149004,920
157282,25
349080,1
428194,20
147753,10
14670,25
388258,20
335767,100
2357,12
157722,50
370155,75
52102,10
155150,70
152612,10
373275,30
394582,30
394941,50
369633,75
152668,5.83
154136,40
18840,25
316100,30
335746,20
350742,20
360220,30
361254,40
413826,35
152922,10
316184,30
383846,5
275108,100
154141,11
357022,35
360235,25
361895,30
364745,40
370257,30
402161,80
433817,30
17790,100
164135,10
150478,10
164150,10
344123,35
147649,14
155105,12
344017,40
394933,35
398944,20
348648,50
148363,8
154211,50
405113,70
334682,20
238264,10
155299,30
344276,25
348644,65
396396,15
413721,30
369826,15
148265,5
378351,50
148280,10
149080,8
164246,10
382015,50
278909,100
164283,5
449708,25
152643,100
18237,40
255956,10
155110,10
149083,11.6
164236,10
323802,10
42571,10
164288,6.66
319579,10
403401,70
409435,35
408314,45
152245,15
152280,12
407448,100
152250,20
152614,80
378350,23
15544,50
325026,12
256793,20
28547,10
152574,10
164231,10
148090,8.3
344043,17
426082,30
147673,10
152663,20
149702,10
157826,50
378766,30
164233,600
424450,18
152943,10
341187,30
416609,100
295977,10
15542,60
155085,25
151321,10
227705,65
148566,5
326377,25
308986,30
335752,25
373112,15
341188,16
416572,20
151316,5
308987,30
152314,60
360233,150
149793,20
19815,3
52600,35
17812,1.5
430714,54
49446,10
143736,800
164226,10
152205,100
148299,15
148344,20
427033,25
422786,50
423730,45
427426,90
147703,12
150339,10
6299,10
152294,12
152039,10
152073,20
147730,5
164241,6
18845,30
151969,35
152994,10
152229,10
152319,80
367603,15
226645,4
42465,3
427181,75
344266,40
358095,19
369820,25
411329,60
427079,50
164217,5
164222,10
164261,10
164271,10
164276,10
164281,10
164286,10
268651,20
268652,10
268653,10
268654,13.5
268655,20
268657,10
268658,20
256082,30
149133,8
163999,30
427197,70
360234,100
152219,10
335789,120
149093,5
369819,10
148388,100
432076,100
151311,10
385180,25
148485,15
344850,1.5
344852,70
149103,5.8
149098,10
164120,5
159184,75
189800,10
189801,75
268659,4
349081,10
71226,35
71227,100
75501,60
75502,100
75511,8
149708,12
164140,10
406605,7
18349,10
428394,100
148355,30
148334,25
149081,30
344826,18
164278,20
287077,10
20104,10
155175,10
148339,20
256775,100
148304,30
149746,6.67
366214,27
359728,60
152009,15
148314,10
152224,10
272861,10
332980,50
333056,10
367602,10
349606,100
148359,20
269502,500
148245,20
149736,7
398779,9
349035,15
164251,6
155235,15
152034,10
153025,1
316903,45
6531,15
334457,25
56295,30
148478,7
334458,10
344278,40
336887,14
334459,10
155320,30
164110,10
164115,10
164165,5
164175,10
164228,8.33
422757,75
18233,25
153030,10
410349,35
396307,30
163994,20
6280,65
201941,10
19966,15
266729,35
148906,18
153874,10
256077,5
148473,5
247806,2
440717,40
148324,30
20106,50
153800,10
157229,35
75519,10
20158,100
153879,10
17791,65
143771,30
427085,30
153780,8.33
143449,7.5
149127,10
367600,10
387186,6
20496,100
153864,10
282540,10
282541,10
367597,30
56156,100
148378,10
412613,60
316104,30
316105,150
335766,25
153672,70
270220,15
150837,95
147698,12
278607,35
281787,25
305740,25
305741,25
316900,100
334469,15
346490,20
367900,25
49188,18
164223,10
148148,9
243824,70
302223,100
201969,12
316901,35
329073,25
239341,15
153747,3.3
152284,15
153805,12
152063,1078
143454,5
149122,7
153668,5.8
155179,12
49456,50
157353,40
153765,10
268663,30
148453,10
149723,30
153810,8.33
152274,10
147743,14
149097,5
281011,120
148065,30
157268,40
157273,50
163184,100
343111,400
343112,400
148360,30
312662,10
153815,10
379727,65
147708,10
155220,8.3
308985,25
152279,10
150165,10
153683,7.5
239570,20
153722,8
155270,20
153869,10
155155,20
153732,3
241845,65
373266,60
387202,15
148237,10
153820,10
149773,40
164044,20
6287,150
148123,17
341185,20
311918,35
148468,5
340950,5
149786,30
384635,50
18839,40
49461,40
148138,7
18841,200
247934,10
153795,10
17803,60
131575,15
339238,60
148255,10
248192,15
75530,10
248106,18
255889,12
168186,15
247910,6
248183,10
248196,7
168262,25
255329,10
255973,10
283588,15
287110,15
324011,10
347514,10
400205,50
150460,10
150979,15
201959,15
201960,12
201961,15
150110,15
255925,10
151256,10
255891,2.92
168242,15
243250,10
243368,20
255299,30
255918,15
255936,10
255971,15
255988,12
255998,10
255999,5
256000,10
268572,10
279199,10
283584,5
313211,10
335051,10
342735,15
342742,30
349259,10
150289,10
150294,10
150299,10
150300,10
150309,10
150334,10
150348,5
150363,15
150369,15
150389,10
150403,3
150490,15
150505,15
150510,3
151301,10
240671,20
255931,10
305715,3
342732,10
153667,13.3
266703,25
154221,40
152214,15
349250,12
245874,1
147738,10
256745,35
149086,20
422538,50
164049,18
131571,50
157235,10
302224,18
366631,75
148250,10
143464,5
153850,10
168205,20
152068,20
256748,7
321440,30
155255,12
56141,30
239343,5
239351,10
239366,10
239368,10
239373,10
239378,10
239383,10
239388,10
255315,3
255400,1
312486,10
117573,20
150685,8.5
155319,10
155120,12
20497,100
154181,10
321421,35
386197,8
356462,12
155125,14
164253,35
155300,7
154191,8.3
164213,10
321441,20
148881,10
154186,10
272580,60
323291,10
332992,50
56008,7
360589,24
151331,10
349621,50
321443,30
163989,20
149703,15
154226,20
164256,15
239276,8
271814,15
239323,0.5
239333,10
239346,12
239356,25
239422,5
324066,10
283732,55
312574,10
164218,10
294611,25
153442,6.66
364742,30
154216,10.6
268516,10
268517,10
300076,2.5
415685,7
415693,7
155180,10
56158,7.5
322551,1
330141,30
330142,20
330171,1
330172,50
340953,50
367664,10
367665,50
367666,35
369629,10
369630,20
384629,1
384630,10
387404,15
395084,50
395086,25
395087,50
153417,15
377858,25
153035,10
239277,30
52194,50
446013,15
247741,1
154171,5
149718,20
164221,10
155280,20
148158,5
327233,10
247812,40
364746,30
153432,100
164273,10
283697,1100
341183,12
256780,20
131609,8
141070,55
269482,30
153427,16.66
255600,60
231255,1300
143721,12
147668,11
255416,30
150725,10
325949,110
17802,50
353009,50
408318,6
364744,100
149126,10
65044,40
295845,5
308507,60
159359,30
322855,50
164019,10
152029,35
148361,40
159369,75
155288,25
164004,5
75516,25
153541,22
152209,10
18232,20
344832,10
302733,40
143731,7
148886,10
150281,10
155290,6.7
71271,15
153543,15
153553,10
20099,45
152223,25
207646,60
148896,10
326738,10
327395,30
149756,12
154196,12
152233,15
416248,25
152228,30
154206,12
303519,18
329077,35
351236,15
65685,25
149203,30
149208,16
155164,8
149091,60
155204,10
143459,10
155223,12
49236,10
332961,10
163979,3
307424,60
426368,15
143781,10
255486,30
149731,15
376990,15
17869,15
269481,10
268941,40
155209,7
155404,10
296117,30
149181,15
157200,10
150744,12
157263,10
285723,100
155247,12
155335,10
440655,200
155434,12
341189,30
266582,10
349629,30
20100,20
155439,10
164317,7
150759,14
147752,100
117581,150
150705,8
278816,80
143791,25
152945,16
327336,20
150665,8.33
150750,30
148368,1.5
153587,15
361887,35
337937,50
150749,12
331138,30
20089,80
350117,12
155194,45
388951,50
75480,40
303275,3
157721,10
150709,15
155202,10
149691,12
416897,15
334676,80
155345,50
152013,90
388465,10
311929,20
155273,5
319634,9
155370,30
150730,12
294598,30
334717,30
151242,7
20279,50
147663,15
23161,10
71270,15
155340,10
150660,50
5785,30
20804,30
155360,40
49332,30
49437,10
155355,20
189871,10
266069,10
153548,10
153558,17
153578,15
155159,5
153020,25
18236,10
153522,9
153526,5
153528,10
153531,11
153536,10
153557,30
153562,30
153567,10
153572,6
153577,20
153588,40
153592,12
153612,20
266733,8
378642,50
383797,4
385994,25
410325,45
155219,15
157210,50
240746,15
20274,20
49342,20
425605,15
407601,65
149136,15
148055,10
149147,25
344277,8
243807,60
268728,100
163974,5
226096,9
148891,10
164202,10
164207,10
164212,10
164227,10
164232,10
164237,10
164247,35
164252,10
164257,10
164262,10
164267,10
164282,10
164301,10
164306,10
164311,10
164316,7
308425,40
308426,4
326747,15
352997,18
334712,65
315983,6.6
150674,15
155409,13
201956,30
388742,100
155282,10
157220,15
315984,6.6
149191,3.3
150264,75
148094,12
263649,90
163139,296
301344,100
150354,10
153804,3.3
157287,10
153608,60
20707,60
153829,7.5
312616,15
155124,15
155149,10
378796,15
306635,25
355716,25
14617,60
71224,1
151246,0.5
151251,15
151994,20
143786,8.1
431017,70
157257,80
18838,60
319626,4
164263,10
307423,45
148050,10
164105,40
164125,5
164145,10
164185,2
322540,10
326745,10
20109,20
6534,50
55998,20
326286,20
163980,4
351216,30
367917,10
65039,15
153552,10
447745,24
151979,50
417585,30
427176,10
143707,75
155234,5
266592,15
150728,10
150684,10
70439,120
20120,60
72787,15
157215,35
426979,30
163129,12
65702,8
278937,35
155306,20
387123,50
157125,10
157130,15
157135,15
157140,10
157145,10
157150,10
157155,10
157160,10
157165,10
157170,10
157175,10
157180,10
157185,10
157195,10
157234,35
330151,30
307406,30
309251,30
226331,50
155318,100
149157,12
360207,100
56094,4
366198,5
155263,8.3
155424,10
20121,30
226346,50
72756,60
349625,25
150739,12
155325,75
150689,14
425989,16
238288,12
432116,15
285730,100
155259,10
157085,10
157771,10
157776,10
157786,16
157801,11
308500,30
360987,15
439257,30
155301,15
335799,80
153563,3
56142,10
148926,20
164293,10
155208,15
296115,20
202051,20
153631,10
1205,40
155330,50
335765,20
334707,30
15396,30
155213,5.8
157283,10
417278,30
113237,20
157343,10
157348,15
808,10
150754,10
149312,10
149112,18
7123,12
153824,10
149087,60
157278,10
6294,3.7
148153,10
308856,100
150650,12
349628,15
149176,10
201965,50
157806,15
155242,7.5
336596,60
339747,60
339748,60
339749,2
339750,70
150704,10
155227,10
395459,40
152008,50
157811,10
320913,30
163219,22.6
149082,10
319623,30
163239,50
152054,12
256770,150
152049,25
157358,1
157756,35
352942,20
151341,10
149196,5
278876,1
319464,100
300695,25
155239,12
362464,75
157262,15
157267,20
226296,50
390934,60
341186,100
226341,50
155189,45
157252,12
302645,10
274405,16
226342,50
226336,50
226327,1500
54491,8
268565,15
360136,20
155292,10
168247,20
335050,20
168166,15
168171,15
168176,15
268551,10
268569,36
300094,10
400193,45
226347,50
352976,50
157248,50
14729,30
294604,20
349253,10
151247,20
257161,30
14735,75
372562,15
149186,5.8
152003,40
393762,10
157240,10
157296,15
157306,10
157336,10
157225,8
157246,20
157272,10
157277,10
157301,10
157316,10
157326,10
157331,10
157341,18
157351,10
157356,5
438662,80
148936,50
361252,100
149716,12
373274,25
157298,15
344045,45
149101,10
155277,10
150644,10
327335,10
370051,7.5
402838,20
155216,15
316434,20
334716,40
315910,17
278846,10
155241,6.7
335748,7
335749,10
335750,7.5
17801,35
157288,10
278850,3
150758,10
155287,12
20098,60
155312,10
415766,55
155350,35
155359,15
152950,30
344127,30
285700,50
157297,40
256763,8
366207,200
148270,20
152053,10
393716,12
54528,15
148114,12
155293,10.5
341164,30
149106,100
150645,20
150724,10
226361,40
17804,3.5
163175,15
155365,14
427874,40
3496,1
421745,25
3336,25
308038,30
54529,5
151252,7
151346,10
421984,50
155395,10
326969,50
418018,60
155211,8.3
372554,1
408282,30
325092,30
152248,35
367599,0.75
367604,3
157247,60
148852,10
148857,8
148871,10
148921,10
148957,12
155302,10
282515,200
375283,15
149142,30
409721,5
148551,10
308037,50
226616,25
305745,60
151973,20
151993,15
155203,28
149096,10
388267,20
226352,50
336090,10
155262,10
406856,45
157796,15
352998,60
352999,15
349627,25
152243,250
401374,30
150488,7
271908,50
283731,2.25
150493,5
164248,10
14737,25
155380,6.66
266575,50
148325,10
148330,10
148335,8
149030,10
149045,8
157243,1
266734,60
344040,12
150753,10
20119,25
20118,20
318142,10
163174,125
308036,40
163154,350
6528,15
155317,8.3
365060,30
155226,25
266731,70
375284,25
444641,65
150734,12
150699,12
149151,10
148285,35
2263,9
149280,20
392384,60
285727,10
149156,26
149726,12
148290,20
143681,10
372629,60
155298,25
155278,8.3
398787,100
149265,10
417946,55
149314,12
155267,8
360225,30
373281,35
388485,5
388504,50
408791,17
49336,10
6519,3.7
403621,60
149205,10
149210,30
149218,10
149224,10
149228,8
149233,10
149235,12
149250,20
149274,10
149289,20
149320,14
367610,6
367611,25
417295,80
18200,12
352334,25
366215,30
389850,35
151326,40
358176,35
361253,35
152268,40
155307,14.2
151296,10
117579,75
155419,6.66
398925,20
149102,20
266394,20
344275,50
374163,20
411301,16
150664,12
150694,15
150748,13.5
301369,15
150649,30
387125,12
435706,20
332307,40
152235,10
373115,60
153593,40
155414,12
151286,15
18235,40
403389,65
344054,50
387126,35
149721,12
344274,15
348645,3
164024,15
308427,10
379753,1
333002,7
6529,75
152265,35
311931,60
152269,10
150508,2
392079,20
152309,30
152215,10
157337,10
148075,10
163149,15
157751,28
153452,150
268656,100
433925,40
375297,15
164243,15
276159,20
387405,5
20207,40
433682,80
155253,20
150160,5
17885,10
149010,12
131566,10
330184,7
272865,15
311928,60
319473,30
334461,10
339757,80
152288,20
377758,15
281012,6
148173,10
335751,120
163970,50
270211,10
148246,16
149270,100
153794,10
42996,2
377850,5
247924,8
395405,3
152298,10
153789,10
157347,30
152293,10
149220,20
152303,10
159362,120
159363,110
400560,45
155297,10
157256,10
157242,8
157261,10
163164,1
152249,20
241865,50
152244,10
14742,30
340371,10
282544,55
152210,20
155296,10
417215,18
152258,30
409723,20
152275,15
351226,100
163155,10
163160,10
163165,10
163170,10
152253,10
152263,40
334460,25
349038,60
143701,15
245901,20
245902,20
245903,10
245904,30
278903,8
278904,5
278905,35
278906,10
283817,10
283818,10
295970,10
295971,10
302151,10
317860,30
317861,10
319791,25
345662,2
349083,150
